Timestamp,Source IP,Destination IP,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Label,byte_ratio,packet_ratio,bytes_per_packet,connection_intensity,byte_rate,host_byte_deviation,host_packet_deviation,host_activity_level,anomaly_score,y_pred
2025-01-01 00:00:10, 192.168.78.212 , 8.255.213.8    ,10792,53,46511,53, allow ,9.699043078654404,990,15311,3.044522437723423,4.9344739331306915,1,19, Normal,-2.7376775793627477,-2.3025850929940455,6.655746732305765,0.13443026908953976,7.918567338098867,1.2196181836256277,0.7773447656474918,1.0986122886681098,0.15766392035449084,1
2025-01-01 00:00:11, 192.168.142.206, 8.21.25.203    ,1520,443,26100,443, allow ,15.929615931543717,3548584,4733588,9.603800372956915,4.919980925828125,5484,9336, Normal,-0.28813475608560246,-0.5319679077745949,6.327603345010713,4.692953770831202,14.151283298686003,0.0,0.0,0.6931471805599453,-0.08334283929022823,-1
2025-01-01 00:00:18, 192.168.153.121, 8.198.22.22    ,52836,443,38247,443, allow ,10.945070830756015,28070,28603,4.3694478524670215,6.091309882077698,40,38, Normal,-0.01880955322426381,0.05001042057466165,6.5769983245463814,0.1625189294977749,8.986308230649735,0.0,0.0,0.6931471805599453,0.10443736564840311,1
2025-01-01 00:00:23, 192.168.43.107 , 8.74.14.106    ,47872,80,64679,80, allow ,9.416622566214981,7832,4458,2.9444389791664403,2.833213344056216,13,5, Normal,0.5634210527397627,0.8472978603872034,6.4736470019438555,0.7221347174331976,8.073149606205755,0.0,0.0,0.6931471805599453,0.17872106904941742,1
2025-01-01 00:00:28, 192.168.185.58 , 192.168.153.75 ,12629,139,5018,139, allow ,10.885453659084916,25796,27597,4.68213122712422,3.5553480614894135,45,62, APT_LateralMovement,-0.06748510023249388,-0.3144933299024375,6.205324397173977,1.400478996111847,9.369218303048665,0.3531947421546599,0.5052607878896508,1.0986122886681098,0.10354045588958127,1
2025-01-01 00:00:39, 192.168.43.107 , 8.183.63.137   ,32769,80,64611,80, allow ,10.16542865055825,11121,14867,3.4339872044851463,3.5553480614894135,12,18, Normal,-0.2902861236696346,-0.3794896217049035,6.7325951148674195,0.6190392084062234,8.649263502382864,1.253585786110778,0.8027505432482844,1.6094379124341003,0.177693214001298,1
2025-01-01 00:00:56, 192.168.129.47 , 8.244.83.138   ,8216,58158,32665,58158, allow ,9.871067661280017,12357,7004,3.5263605246161616,3.4011973816621555,23,10, Normal,0.5676794468498176,0.7801585575495751,6.346410055257906,0.7419373447293773,8.389366673289953,0.0,0.0,0.6931471805599453,0.16890298898904577,1
2025-01-01 00:01:02, 192.168.185.58 , 192.168.116.54 ,24073,3389,16530,3389, allow ,10.058395088732475,22100,1250,3.295836866004329,3.5263605246161616,25,1, APT_LateralMovement,2.8716796248840115,2.5649493574615367,6.7636710459897085,0.5679840376059393,8.54862789234368,0.0,0.0,0.6931471805599453,0.11633420556484719,1
2025-01-01 00:01:13, 192.168.43.107 , 8.242.252.196  ,41773,53,2731,53, allow ,10.730291117908747,20889,24830,4.394449154672439,5.8888779583328805,46,34, Normal,-0.17282229700289342,0.2947995402206449,6.337590215429837,0.2001669171139651,8.80051169170529,1.3888861141990025,1.0475473847084436,1.0986122886681098,0.1142292665414526,1
2025-01-01 00:01:25, 192.168.129.47 , 8.84.182.196   ,41541,443,48702,443, allow ,9.59655470049221,855,13858,2.995732273553991,3.6635616461296463,1,18, Normal,-2.784419743927061,-2.251291798606495,6.602112881153364,0.3968813644167729,8.05702419630073,1.2993568209657402,0.7660688459178342,1.0986122886681098,0.16092288039610714,1
2025-01-01 00:01:26, 192.168.253.180, 8.42.20.194    ,52474,443,22296,443, allow ,9.858699369745993,18092,1031,3.4657359027997265,4.770684624465665,30,1, Normal,2.864026456077588,2.740840023925201,6.394583154335023,0.2332616814797944,8.106158073339866,0.7282898491403175,0.7029974155949406,1.0986122886681098,0.1246675048564484,1
2025-01-01 00:01:30, 192.168.25.190 , 8.252.47.47    ,26176,443,17012,443, allow ,5.6131281063880705,137,136,0.6931471805599453,4.110873864173311,1,0, APT_Beacon,0.007272759329080003,0.6931471805599453,4.923623917106626,0.016260520871780308,3.9966494608334955,0.2921673136734551,0.0,1.0986122886681098,0.28099461760803024,1
2025-01-01 00:01:35, 192.168.185.58 , 192.168.78.43  ,7198,3389,34804,3389, allow ,10.281238822076777,23022,6157,4.110873864173311,3.784189633918261,53,7, APT_LateralMovement,1.3187416667599248,1.9095425048844388,6.1724190496904034,0.8602012652231115,8.71605184296912,0.0,0.0,0.6931471805599453,0.10221664446082734,1
2025-01-01 00:01:47, 192.168.227.137, 8.237.157.192  ,44760,53,51100,53, allow ,10.685698169836833,16452,27273,3.970291913552122,3.044522437723423,19,33, Normal,-0.50542603603113,-0.5306282510621707,6.716594773520978,1.2459370034249682,9.288404313519758,1.3343832019747914,0.9965520549193825,1.6094379124341003,0.1252812738998762,1
2025-01-01 00:02:02, 192.168.108.132, 8.62.225.211   ,64639,40775,24263,40775, allow ,15.533360266162715,4134552,1437980,9.249176395761381,4.941642422609304,8302,2093, Normal,1.0561391746442954,1.3775407828315478,6.286047532155643,4.3208159036289855,13.751375555670329,1.2837837244731936,1.3170764770663566,1.0986122886681098,-0.07693525033273152,-1
2025-01-01 00:02:03, 192.168.129.47 , 8.128.223.123  ,57548,80,55791,80, allow ,15.973391445697029,4362820,4289961,9.583695426166113,3.1780538303479458,9673,4852, Normal,0.01684099139160189,0.6898448039777136,6.3913732630375835,6.407223711367443,14.543546265694152,0.0,0.0,0.6931471805599453,-0.08341349117362562,-1
2025-01-01 00:02:07, 192.168.227.137, 8.72.87.183    ,60844,443,43774,443, allow ,10.079287892339817,13936,9907,3.8918202981106265,4.532599493153256,30,18, Normal,0.3412046625102594,0.489548225318706,6.18947865574157,0.4161603972249123,8.36882019201691,1.3293931765115632,0.9552562427643168,1.0986122886681098,0.16073882228625358,1
2025-01-01 00:02:17, 192.168.6.184  , 192.168.74.168 ,14609,445,0,0, drop  ,4.718498871295094,111,0,0.6931471805599453,0.0,1,0, APT_Recon,4.718498871295094,0.6931471805599453,4.034240638152395,0.6931471805599453,4.718498871295094,1.2509635679095068,0.8821816058356281,1.3862943611198906,0.2677373780322387,1
2025-01-01 00:02:17, 192.168.6.184  , 192.168.247.77 ,37811,1433,0,0, deny  ,4.852030263919617,127,0,0.6931471805599453,0.0,1,0, APT_Recon,4.852030263919617,0.6931471805599453,4.1666652238017265,0.6931471805599453,4.852030263919617,0.0,0.0,0.6931471805599453,0.28745253086180406,1
2025-01-01 00:02:17, 192.168.6.184  , 192.168.90.42  ,61765,22214,16016,22214, allow ,4.997212273764115,147,0,0.6931471805599453,1.791759469228055,1,0, APT_Recon,4.997212273764115,0.6931471805599453,4.310799125385514,0.15415067982725827,3.9825740281521793,0.0,0.0,0.6931471805599453,0.26916318268102374,1
2025-01-01 00:02:17, 192.168.6.184  , 192.168.61.200 ,52005,23,0,0, deny  ,4.897839799950911,133,0,0.6931471805599453,0.0,1,0, APT_Recon,4.897839799950911,0.6931471805599453,4.212127597878484,0.6931471805599453,4.897839799950911,0.0576632090835408,0.0,1.0986122886681098,0.28998482231077005,1
2025-01-01 00:02:17, 192.168.6.184  , 192.168.158.25 ,35049,445,0,0, drop  ,4.6913478822291435,108,0,0.6931471805599453,0.0,1,0, APT_Recon,4.6913478822291435,0.6931471805599453,4.007333185232471,0.6931471805599453,4.6913478822291435,1.5979861601945957,1.1825865929998296,1.3862943611198906,0.22915505253116175,1
